active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,forced_continuations,inconsistent_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
10,3,True,0,10,4,4,0,uniform__iid__70,uniform__iid,6,10,10,331,fixed,15.0,0.03048599999999979,10,0,0,,0,0,3,39,0,3,2,319,packet_wide15_22,[],21661.468962368912,0,0.0,False,0,627.3293792000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,7,1,9,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,296,6273.293792,0.030533166020177305
6,1,True,0,6,2,2,0,uniform__iid__70,uniform__iid,8,10,10,318,fixed,20.0,0.02922400000000014,10,0,0,,,0,,32,0,,,306,wide20_22,[],22443.07492524679,0,0.0,False,,635.1614983000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,7,0,17,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,283,6351.614983,0.029233208973892033
7,1,True,0,7,3,4,0,uniform__iid__70,uniform__iid,7,11,10,340,fixed,20.0,0.031770999999999994,10,0,0,,0,0,4,38,0,2,2,327,packet_wide20_22,[],22449.674336544726,0,0.0,False,0,648.5934865,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,4,0,19,4,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,308,6485.934865,0.03177916700951755
5,0,True,0,5,2,2,0,uniform__iid__70,uniform__iid,8,10,10,318,fixed,30.0,0.028525000000000134,10,0,0,,,0,,32,0,,,306,wide30_22,[],22683.40501060221,0,0.0,False,,640.1681002,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,7,0,15,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,285,6401.681002,0.028570499969646335
7,3,True,0,7,3,3,0,uniform__iid__70,uniform__iid,7,10,10,322,fixed,30.0,0.027819000000000038,10,0,0,,0,0,3,36,0,2,1,310,packet_wide30_22,[],23411.092404039082,0,0.0,False,0,657.0218479,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,0,18,3,14,10,ordinary,22,full_coverage_and_all_discovered_cleared,288,6570.218479,0.027890499972272664
7,1,True,0,7,3,4,0,uniform__iid__70,uniform__iid,7,11,10,340,decay,20.0,0.031038999999999817,10,0,0,,0,0,4,38,0,2,2,327,packet_decay20_22,[],22244.983848983647,0,0.0,False,0,644.4996767,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,4,0,19,4,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,308,6444.996767,0.03107783297309652
7,3,True,0,7,3,3,0,uniform__iid__70,uniform__iid,7,10,10,322,first,30.0,0.027422000000000057,10,0,0,,0,0,3,36,0,2,1,310,packet_first30_22,[],23411.092404039082,0,0.0,False,0,657.0218479,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,0,18,3,14,10,ordinary,22,full_coverage_and_all_discovered_cleared,288,6570.218479,0.02746008400572464
8,1,True,0,8,3,3,0,uniform__iid__70,uniform__iid,7,10,10,325,fixed,15.0,0.0319020000000001,10,0,0,,0,0,2,39,0,3,2,313,packet_f015_15_22,[],22455.382990317976,0,0.0,False,0,639.6076599,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,0,17,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,6396.076599,0.03193329198984429
6,2,True,0,6,2,2,1,uniform__iid__70,uniform__iid,8,10,10,317,fixed,10.0,0.02793599999999996,10,0,0,,,0,,32,0,,,305,wide_f05_10_22,[],22591.467367631085,0,0.0,False,,637.5293472999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,17,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,282,6375.293473,0.02793924999423325
18,4,True,0,18,4,4,2,uniform__iid__71,uniform__iid,8,12,12,369,,,0.04260800000000042,12,0,0,,,0,,34,0,,,355,quarter22,[],22154.727308965084,0,0.0,False,,549.5787883333334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,21,5,17,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,329,6594.94546,0.042672333016525954
19,2,True,0,19,4,4,1,uniform__iid__71,uniform__iid,8,12,12,330,,,0.04014899999999999,12,0,0,,0,0,5,52,0,7,6,316,packet_center22,[],25174.487029423784,0,0.0,False,0,579.9081169166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,16,1,11,7,30,12,ordinary,22,full_coverage_and_all_discovered_cleared,284,6958.897403,0.04015687498031184
10,2,True,0,10,3,3,1,uniform__iid__71,uniform__iid,9,12,12,355,fixed,3.0,0.03766999999999987,12,0,0,,,0,,34,0,,,341,wide3_22,[],22137.091369625654,0,0.0,False,,542.8681894166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,17,3,19,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,322,6514.418273,0.03768995899008587
13,2,True,0,13,4,4,0,uniform__iid__71,uniform__iid,8,12,12,322,fixed,3.0,0.03533900000000001,12,0,0,,0,0,4,45,0,4,3,308,packet_wide3_22,[],24830.6801858698,0,0.0,False,0,570.6780028333334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,13,6,10,5,23,12,ordinary,22,full_coverage_and_all_discovered_cleared,282,6848.136034,0.035344290954526514
8,2,True,0,8,2,2,1,uniform__iid__71,uniform__iid,10,12,12,352,fixed,5.0,0.036572999999999745,12,0,0,,,0,,34,0,,,338,wide5_22,[],22235.254733712518,0,0.0,False,,542.9209119166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,16,2,19,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,318,6515.050943,0.036612208001315594
13,2,True,0,13,1,1,0,uniform__iid__71,uniform__iid,11,12,12,313,fixed,5.0,0.03541099999999986,12,0,0,,0,0,4,45,0,4,3,299,packet_wide5_22,[],24742.47924872065,0,0.0,False,0,564.7913209166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,13,8,11,4,23,12,ordinary,22,full_coverage_and_all_discovered_cleared,274,6777.495851,0.03544375003548339
8,2,True,0,8,2,2,1,uniform__iid__71,uniform__iid,10,12,12,350,fixed,10.0,0.03676900000000005,12,0,0,,,0,,34,0,,,336,wide10_22,[],22432.059989133668,0,0.0,False,,545.28433275,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,14,1,19,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,317,6543.411993,0.03680408396758139
12,3,True,0,12,1,1,0,uniform__iid__71,uniform__iid,11,12,12,323,fixed,10.0,0.034358999999999806,12,0,0,,0,0,4,43,0,4,2,309,packet_wide10_22,[],25572.81121212492,0,0.0,False,0,583.54685325,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,15,1,10,4,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,283,7002.562239,0.0343687089625746
7,2,True,0,7,3,3,1,uniform__iid__71,uniform__iid,9,12,12,348,fixed,15.0,0.0360100000000001,12,0,0,,,0,,34,0,,,334,wide15_22,[],22674.91309707934,0,0.0,False,,548.2485515,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,0,18,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,314,6578.982618,0.03605970798525959
13,6,True,0,13,1,1,1,uniform__iid__71,uniform__iid,11,12,12,337,fixed,15.0,0.04033400000000009,12,0,0,,0,0,3,42,0,4,2,323,packet_wide15_22,[],26126.958469266887,0,0.0,False,0,599.8659745,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,16,2,25,3,20,12,ordinary,22,full_coverage_and_all_discovered_cleared,298,7198.391694,0.04037308297120035
7,2,True,0,7,3,3,1,uniform__iid__71,uniform__iid,9,12,12,349,fixed,20.0,0.04036799999999996,12,0,0,,,0,,34,0,,,335,wide20_22,[],22999.04692046909,0,0.0,False,,553.9841150833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,14,0,19,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,313,6647.809381,0.040401209029369056
10,5,True,0,10,3,3,1,uniform__iid__71,uniform__iid,9,12,12,330,fixed,20.0,0.03708800000000023,12,0,0,,0,0,3,40,0,4,2,316,packet_wide20_22,[],25503.435759053235,0,0.0,False,0,585.9739291666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,14,0,10,3,18,12,ordinary,22,full_coverage_and_all_discovered_cleared,291,7031.68715,0.037141541950404644
5,0,True,0,5,3,3,0,uniform__iid__71,uniform__iid,9,12,12,316,fixed,30.0,0.03298299999999976,12,0,0,,,0,,34,0,,,302,wide30_22,[],25001.78279059808,0,0.0,False,,570.8630463333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,18,0,33,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,280,6850.356556,0.03299966698978096
10,4,True,0,10,2,3,1,uniform__iid__71,uniform__iid,10,13,12,334,fixed,30.0,0.03781900000000027,12,0,0,,0,0,3,41,0,4,2,319,packet_wide30_22,[],26463.812739559075,0,0.0,False,0,603.7302120833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,16,0,9,4,19,12,ordinary,22,full_coverage_and_all_discovered_cleared,294,7244.762545,0.03782570897601545
10,5,True,0,10,3,3,1,uniform__iid__71,uniform__iid,9,12,12,330,decay,20.0,0.03772399999999987,12,0,0,,0,0,3,40,0,4,2,316,packet_decay20_22,[],25157.805121772562,0,0.0,False,0,580.2134185833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,14,0,10,3,18,12,ordinary,22,full_coverage_and_all_discovered_cleared,291,6962.561023,0.03773604199523106
12,6,True,0,12,3,4,2,uniform__iid__71,uniform__iid,9,13,12,336,first,30.0,0.03809299999999993,12,0,0,,0,0,3,42,0,5,3,321,packet_first30_22,[],24741.932552576374,0,0.0,False,0,576.032209,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,17,0,9,3,20,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6912.386508,0.03814104199409485
9,3,True,0,9,2,2,1,uniform__iid__71,uniform__iid,10,12,12,342,fixed,15.0,0.039111999999999814,12,0,0,,0,0,1,41,0,3,2,328,packet_f015_15_22,[],25185.250087419045,0,0.0,False,0,587.0041678333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,15,0,31,1,19,12,ordinary,22,full_coverage_and_all_discovered_cleared,307,7044.050014,0.039125834009610116
10,6,True,0,10,3,3,3,uniform__iid__71,uniform__iid,9,12,12,353,fixed,10.0,0.035646999999999984,12,0,0,,,0,,34,0,,,339,wide_f05_10_22,[],23355.73764969763,0,0.0,False,,561.67896075,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,14,0,18,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,314,6740.147529,0.035652499995194376
29,6,True,0,29,2,4,2,uniform__smooth__67,uniform__smooth,8,12,10,351,,,0.03893000000000013,10,0,0,,,0,,32,0,,,337,quarter22,[],22304.66111895637,0,0.0,False,,650.4932222,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,15,2,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,303,6504.932222,0.03934924997156486
19,2,True,0,19,4,6,1,uniform__smooth__67,uniform__smooth,6,12,10,360,,,0.040709000000000106,10,0,0,,0,0,3,50,0,6,5,346,packet_center22,[],21282.07098546005,0,0.0,False,0,636.1414194,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,12,0,15,3,28,10,ordinary,22,full_coverage_and_all_discovered_cleared,319,6361.414194,0.04075633402680978
16,3,True,0,16,2,2,0,uniform__smooth__67,uniform__smooth,8,10,10,333,fixed,3.0,0.031003000000000114,10,0,0,,,0,,32,0,,,321,wide3_22,[],22317.468317318268,0,0.0,False,,641.4493659,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,12,1,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,296,6414.493659,0.03100849996553734
12,1,True,0,12,3,4,0,uniform__smooth__67,uniform__smooth,7,11,10,348,fixed,3.0,0.03401999999999994,10,0,0,,0,0,3,43,0,3,3,335,packet_wide3_22,[],21102.163237589415,0,0.0,False,0,626.0432646,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,8,0,15,3,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,312,6260.432646,0.03402587497839704
12,2,True,0,12,1,1,0,uniform__smooth__67,uniform__smooth,9,10,10,328,fixed,5.0,0.030200000000000227,10,0,0,,,0,,32,0,,,316,wide5_22,[],22446.016013182652,0,0.0,False,,641.32032,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,11,1,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6413.2032,0.030246540962252766
9,1,True,0,9,2,2,0,uniform__smooth__67,uniform__smooth,8,10,10,324,fixed,5.0,0.03129499999999963,10,0,0,,0,0,3,40,0,2,2,312,packet_wide5_22,[],20654.929392062637,0,0.0,False,0,603.0985876,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,0,1,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,6030.985876,0.031392208009492606
12,3,True,0,12,2,2,0,uniform__smooth__67,uniform__smooth,8,10,10,326,fixed,10.0,0.028374000000000343,10,0,0,,,0,,32,0,,,314,wide10_22,[],23214.16375912578,0,0.0,False,,655.4832746,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,9,1,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,292,6554.832746,0.028394541994202882
9,2,True,0,9,4,4,0,uniform__smooth__67,uniform__smooth,6,10,10,322,fixed,10.0,0.029112999999999722,10,0,0,,0,0,3,39,0,3,2,310,packet_wide10_22,[],21060.12729930018,0,0.0,False,0,610.0025455,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,8,0,1,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,288,6100.025455,0.029127582965884358
11,2,True,0,11,2,2,0,uniform__smooth__67,uniform__smooth,8,10,10,315,fixed,15.0,0.02675200000000011,10,0,0,,,0,,32,0,,,303,wide15_22,[],23942.24473725841,0,0.0,False,,663.6448945,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,1,12,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,283,6636.448945,0.026782583037856966
6,1,True,0,6,3,3,0,uniform__smooth__67,uniform__smooth,7,10,10,304,fixed,15.0,0.027004999999999946,10,0,0,,0,0,3,37,0,2,1,292,packet_wide15_22,[],21181.142571284978,0,0.0,False,0,601.9228511,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,0,17,3,15,10,ordinary,22,full_coverage_and_all_discovered_cleared,273,6019.228511,0.02702612499706447
11,3,True,0,11,3,3,0,uniform__smooth__67,uniform__smooth,7,10,10,326,fixed,20.0,0.02782299999999971,10,0,0,,,0,,32,0,,,314,wide20_22,[],25365.801414644226,0,0.0,False,,698.4160278,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,0,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6984.160278,0.027876459003891796
9,2,True,0,9,3,3,0,uniform__smooth__67,uniform__smooth,7,10,10,317,fixed,20.0,0.03015100000000004,10,0,0,,0,0,3,39,0,3,2,305,packet_wide20_22,[],25773.90809342564,0,0.0,False,0,700.9781616,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,13,0,3,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,280,7009.781616,0.03015095798764378
9,1,True,0,9,4,4,0,uniform__smooth__67,uniform__smooth,6,10,10,326,fixed,30.0,0.028890999999999778,10,0,0,,,0,,32,0,,,314,wide30_22,[],26239.318927316308,0,0.0,False,,715.7863783,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,12,0,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,7157.863783,0.028898000018671155
11,3,True,0,11,5,5,0,uniform__smooth__67,uniform__smooth,5,10,10,352,fixed,30.0,0.029660999999999937,10,0,0,,0,0,4,40,0,3,2,340,packet_wide30_22,[],27301.839281505905,0,0.0,False,0,752.3367855,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,15,0,1,6,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,313,7523.367855,0.029680499981623143
9,2,True,0,9,3,3,0,uniform__smooth__67,uniform__smooth,7,10,10,317,decay,20.0,0.029817000000000426,10,0,0,,0,0,3,39,0,3,2,305,packet_decay20_22,[],25489.91945150971,0,0.0,False,0,695.2983888,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,13,0,3,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,280,6952.983888,0.029828416998498142
11,3,True,0,11,5,5,1,uniform__smooth__67,uniform__smooth,5,10,10,350,first,30.0,0.029145999999999894,10,0,0,,0,0,4,40,0,3,3,338,packet_first30_22,[],25588.664913218825,0,0.0,False,0,717.0732981,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,13,1,0,4,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,313,7170.732981,0.029213291010819376
10,2,True,0,10,3,3,0,uniform__smooth__67,uniform__smooth,7,10,10,322,fixed,15.0,0.030585000000000306,10,0,0,,0,0,3,40,0,3,2,310,packet_f015_15_22,[],21317.83339432056,0,0.0,False,0,615.2566676,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,7,2,1,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6152.566676,0.03059279202716425
11,2,True,0,11,2,2,0,uniform__smooth__67,uniform__smooth,8,10,10,317,fixed,10.0,0.02677399999999963,10,0,0,,,0,,32,0,,,305,wide_f05_10_22,[],24025.949115242238,0,0.0,False,,666.5189818,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,12,1,12,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,285,6665.189818,0.026789415976963937
28,4,True,0,28,10,10,2,uniform__smooth__68,uniform__smooth,5,15,15,300,,,0.04873800000000017,15,0,0,,,0,,37,0,,,283,quarter22,[],23485.60840386943,0,0.0,False,,429.0081117333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,30,7,2,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,248,6435.121676,0.04876241600140929
23,7,True,0,23,7,7,3,uniform__smooth__68,uniform__smooth,8,15,15,321,,,0.05070499999999978,15,0,0,,0,0,2,55,0,5,4,304,packet_center22,[],22634.195576312937,0,0.0,False,0,426.32260740000004,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,16,8,10,2,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,273,6394.839111,0.050785375002305955
16,2,True,0,16,10,10,1,uniform__smooth__68,uniform__smooth,5,15,15,284,fixed,3.0,0.041704000000000185,15,0,0,,,0,,37,0,,,267,wide3_22,[],22699.170530251664,0,0.0,False,,412.72227346666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,25,6,1,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,241,6190.834102,0.04173554200679064
12,2,True,0,12,5,5,1,uniform__smooth__68,uniform__smooth,10,15,15,305,fixed,3.0,0.04453299999999949,15,0,0,,0,0,5,48,0,3,2,288,packet_wide3_22,[],23140.460133412293,0,0.0,False,0,426.87280166666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,17,5,3,5,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,260,6403.092025,0.044546500022988766
19,4,True,0,19,5,6,1,uniform__smooth__68,uniform__smooth,10,16,15,289,fixed,5.0,0.038907999999999276,15,0,0,,,0,,37,0,,,271,wide5_22,[],25461.596898101707,0,0.0,False,,451.3546249333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,13,10,0,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,245,6770.319374,0.03895212500356138
15,4,True,0,15,4,5,2,uniform__smooth__68,uniform__smooth,11,16,15,318,fixed,5.0,0.04641399999999951,15,0,0,,0,0,3,50,0,4,3,300,packet_wide5_22,[],24209.330079941104,0,0.0,False,0,446.3244008666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,16,12,3,3,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,275,6694.866013,0.04642137500923127
19,5,True,0,19,3,4,1,uniform__smooth__68,uniform__smooth,12,16,15,287,fixed,10.0,0.03852299999999964,15,0,0,,,0,,37,0,,,269,wide10_22,[],26139.086794118775,0,0.0,False,,459.7878237333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,11,10,0,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,246,6896.817356,0.03853120800340548
13,4,True,0,13,4,5,1,uniform__smooth__68,uniform__smooth,11,16,15,307,fixed,10.0,0.042126999999999803,15,0,0,,0,0,2,47,0,3,2,289,packet_wide10_22,[],23178.47871255338,0,0.0,False,0,428.31304926666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,11,8,10,2,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,266,6424.695739,0.0421610830235295
20,6,True,0,20,2,3,1,uniform__smooth__68,uniform__smooth,13,16,15,291,fixed,15.0,0.03864800000000024,15,0,0,,,0,,37,0,,,273,wide15_22,[],27047.74146630211,0,0.0,False,,473.1698859333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,14,9,0,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,245,7097.548289,0.038693082984536886
15,6,True,0,15,3,4,1,uniform__smooth__68,uniform__smooth,12,16,15,311,fixed,15.0,0.04255299999999984,15,0,0,,0,0,3,47,0,3,2,293,packet_wide15_22,[],24270.912945664782,0,0.0,False,0,444.4121724666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,12,7,12,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,269,6666.182587,0.042558290995657444
15,2,True,0,15,2,3,0,uniform__smooth__68,uniform__smooth,13,16,15,285,fixed,20.0,0.03758199999999956,15,0,0,,,0,,37,0,,,267,wide20_22,[],26662.967693635903,0,0.0,False,,465.77290213333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,13,4,0,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,241,6986.593532,0.03759474999969825
12,4,True,0,12,4,5,1,uniform__smooth__68,uniform__smooth,11,16,15,304,fixed,20.0,0.042749999999999844,15,0,0,,0,0,3,46,0,3,2,286,packet_wide20_22,[],24243.190390799413,0,0.0,False,0,441.1092048666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,14,6,19,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,260,6616.638073,0.04278229095507413
13,2,True,0,13,2,2,0,uniform__smooth__68,uniform__smooth,13,15,15,284,fixed,30.0,0.0355970000000001,15,0,0,,,0,,37,0,,,267,wide30_22,[],27913.01063596386,0,0.0,False,,482.2401417333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,16,3,1,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,241,7233.602126,0.035600459028501064
11,4,True,0,11,4,4,1,uniform__smooth__68,uniform__smooth,11,15,15,286,fixed,30.0,0.03928500000000046,15,0,0,,0,0,3,45,0,4,2,269,packet_wide30_22,[],25235.42724886653,0,0.0,False,0,447.33902966666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,11,1,32,3,23,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6710.085445,0.03928829199867323
12,4,True,0,12,4,5,1,uniform__smooth__68,uniform__smooth,11,16,15,304,decay,20.0,0.04225600000000007,15,0,0,,0,0,3,46,0,3,2,286,packet_decay20_22,[],24234.787778995895,0,0.0,False,0,440.9971700666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,14,6,19,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,260,6614.957551,0.042264958028681576
12,5,True,0,12,5,5,2,uniform__smooth__68,uniform__smooth,10,15,15,287,first,30.0,0.0400349999999996,15,0,0,,0,0,3,46,0,5,3,270,packet_first30_22,[],25137.729343509134,0,0.0,False,0,446.36972433333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,11,4,32,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6695.545865,0.040079208032693714
13,2,True,0,13,4,4,1,uniform__smooth__68,uniform__smooth,11,15,15,313,fixed,15.0,0.04624500000000076,15,0,0,,0,0,3,49,0,3,2,296,packet_f015_15_22,[],23285.399629181924,0,0.0,False,0,432.40532813333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,14,9,3,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,274,6486.079922,0.04625025001587346
23,11,True,0,23,4,5,4,uniform__smooth__68,uniform__smooth,11,16,15,304,fixed,10.0,0.03825300000000009,15,0,0,,,0,,37,0,,,286,wide_f05_10_22,[],28691.234262350423,0,0.0,False,,500.4164564666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,24,8,0,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,260,7506.246847,0.03826520900474861
41,8,True,0,41,4,7,4,uniform__smooth__69,uniform__smooth,11,18,15,336,,,0.06584400000000024,15,0,0,,,0,,37,0,,,316,quarter22,[],25172.884720124537,0,0.0,False,,464.70512933333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,38,4,52,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,272,6970.57694,0.0659319999977015
18,2,True,0,18,3,6,1,uniform__smooth__69,uniform__smooth,12,18,15,276,,,0.05346099999999954,15,0,0,,0,0,2,54,0,10,9,256,packet_center22,[],22943.933765990838,0,0.0,False,0,411.98578306666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,24,0,5,2,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,227,6179.786746,0.05347416701260954
