active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,minimum_unknown_actions_per_station,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,public_empty_scan_skips,public_empty_scans,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,wall_s
10,0,True,0,10,2,3,0,uniform__iid__69,uniform__iid,13,0,,16,15,242,bounded_transverse_width,,locked,46,0.04451699999999992,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,2,2,224,locked_full_closed21_3,,,[],23454.62115291441,0,0.0,False,0,,406.0616152666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,23,2,14,3,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,202,6090.924229,40.0,constant,0.044584125047549605
10,0,True,0,10,2,3,0,uniform__iid__69,uniform__iid,13,11,12,16,15,230,bounded_transverse_width,,locked,46,0.04628600000000027,1,15,cached_distance_prefix_sum,0,0,,12,0,11,True,0,0,12,3,0,0,8,2,2,212,count_locked_closed21_3,5,5,[],23454.62115291441,0,0.0,False,0,237,401.32828193333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,0,0,69,1.0,23,2,14,3,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,191,6019.924229,40.0,constant,0.04631508298916742
6,0,True,0,6,7,7,0,uniform__iid__69,uniform__iid,8,,,15,15,244,bounded_transverse_width,,,,0.04583599999999999,,15,,0,0,,,,,,0,0,,2,42,0,,2,2,227,width_grid21_7,,,[],21541.907316927474,0,0.0,False,0,,381.5587643333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,,27,5,20,2,21,15,ordinary,21,full_coverage_and_all_discovered_cleared,205,5723.381465,40.0,constant,0.04585037496872246
6,0,True,0,6,7,7,0,uniform__iid__69,uniform__iid,8,18,,15,15,226,bounded_transverse_width,,base,0,0.04530000000000012,,15,,0,0,,,,,False,0,0,18,2,42,0,,2,2,209,range_grid21_7,,,[],21541.907316927474,0,0.0,False,0,,374.35876433333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,27,5,20,2,21,15,ordinary,21,full_coverage_and_all_discovered_cleared,187,5615.381465,40.0,constant,0.045346374972723424
6,0,True,0,6,7,7,0,uniform__iid__69,uniform__iid,8,18,19,15,15,225,bounded_transverse_width,,base,0,0.04690400000000006,0,15,,0,0,,19,0,19,False,0,0,19,2,42,0,8,2,2,208,predict_grid21_7,5,,[],21541.907316927474,0,0.0,False,0,229,373.95876433333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,,,69,1.0,27,5,20,2,21,15,ordinary,21,full_coverage_and_all_discovered_cleared,186,5609.381465,40.0,constant,0.0469233330222778
10,0,True,0,10,2,3,0,uniform__iid__69,uniform__iid,13,0,,16,15,242,bounded_transverse_width,,locked,46,0.04419300000000037,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,2,2,224,locked_full_grid21_7,,,[],23464.334657490374,0,0.0,False,0,,406.1911286,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,23,2,14,3,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,202,6092.866929,40.0,constant,0.04420650005340576
10,0,True,0,10,2,3,0,uniform__iid__69,uniform__iid,13,11,12,16,15,230,bounded_transverse_width,,locked,46,0.04609899999999989,1,15,cached_distance_prefix_sum,0,0,,12,0,11,True,0,0,12,3,0,0,8,2,2,212,count_locked_grid21_7,5,5,[],23464.334657490374,0,0.0,False,0,237,401.45779526666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,0,0,69,1.0,23,2,14,3,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,191,6021.866929,40.0,constant,0.046113959047943354
9,1,True,0,9,2,2,0,uniform__iid__69,uniform__iid,13,,,15,15,259,bounded_transverse_width,,,,0.04542899999999994,,15,,0,0,,,,,,0,0,,1,44,0,,3,2,242,width_grid21_29,,,[],24090.8017127615,0,0.0,False,0,,421.6106895333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,,23,1,13,1,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,221,6324.160343,40.0,constant,0.04559858300490305
9,1,True,0,9,2,2,0,uniform__iid__69,uniform__iid,13,25,,15,15,234,bounded_transverse_width,,base,0,0.04444899999999974,,15,,0,0,,,,,False,0,0,25,1,44,0,,3,2,217,range_grid21_29,,,[],24090.8017127615,0,0.0,False,0,,411.6106895333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,23,1,13,1,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,196,6174.160343,40.0,constant,0.044463375001214445
9,1,True,0,9,2,2,0,uniform__iid__69,uniform__iid,13,25,26,15,15,233,bounded_transverse_width,,base,0,0.04604000000000008,1,15,,0,0,,26,0,25,False,0,0,26,1,44,0,8,3,2,216,predict_grid21_29,5,,[],24090.8017127615,0,0.0,False,0,440,411.2773562,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,,,69,1.0,23,1,13,1,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,196,6169.160343,40.0,constant,0.046060250024311244
6,0,True,0,6,5,5,0,uniform__iid__69,uniform__iid,10,0,,15,15,249,bounded_transverse_width,,locked,42,0.04158099999999987,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,1,0,0,,2,2,232,locked_full_grid21_29,,,[],22269.903051902424,0,0.0,False,0,,393.3320404666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,24,3,4,1,21,15,ordinary,21,full_coverage_and_all_discovered_cleared,211,5899.980607,40.0,constant,0.04165587498573586
6,0,True,0,6,5,5,0,uniform__iid__69,uniform__iid,10,17,20,15,15,229,bounded_transverse_width,,locked,42,0.04252099999999981,0,15,cached_distance_prefix_sum,0,0,,20,0,20,True,0,0,20,1,0,0,8,2,2,212,count_locked_grid21_29,5,5,[],22269.903051902424,0,0.0,False,0,267,385.3320404666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,30.0,4,0,0,69,1.0,24,3,4,1,21,15,ordinary,21,full_coverage_and_all_discovered_cleared,191,5779.980607,40.0,constant,0.042536958993878216
13,4,True,0,13,2,2,0,uniform__iid__70,uniform__iid,8,,,10,10,333,bounded_transverse_width,,,,0.030815000000000037,,10,,0,0,,,,,,0,0,,3,41,0,,4,3,321,width_convex22,,,[],21303.571196271037,0,0.0,False,0,,621.4714239,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,,6,3,9,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,299,6214.714239,40.0,constant,0.03082083404297009
13,4,True,0,13,2,2,0,uniform__iid__70,uniform__iid,8,5,,10,10,328,bounded_transverse_width,,base,0,0.030784000000000145,,10,,0,0,,,,,False,0,0,5,3,41,0,,4,3,316,range_convex22,,,[],21303.571196271037,0,0.0,False,0,,618.4714239,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,6,3,9,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6184.714239,40.0,constant,0.03079204203095287
13,4,True,0,13,2,2,0,uniform__iid__70,uniform__iid,8,5,6,10,10,327,bounded_transverse_width,,base,0,0.03381400000000001,2,10,,0,0,,6,0,4,False,0,0,6,3,41,0,8,4,3,315,predict_convex22,10,,[],21303.571196271037,0,0.0,False,0,274,618.0714239,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",1,30.0,4,,,70,1.0,6,3,9,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6180.714239,40.0,constant,0.0338730409857817
11,1,True,0,11,3,3,0,uniform__iid__70,uniform__iid,7,0,,10,10,349,bounded_transverse_width,,locked,42,0.029566000000000425,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,4,0,0,,3,3,337,locked_full_convex22,,,[],21246.015282373417,0,0.0,False,0,,629.9203054,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,4,1,12,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,315,6299.203054,40.0,constant,0.029581249982584268
11,1,True,0,11,3,3,0,uniform__iid__70,uniform__iid,7,21,21,10,10,328,bounded_transverse_width,,locked,42,0.03269499999999992,5,10,cached_distance_prefix_sum,0,0,,21,0,16,True,0,0,21,4,0,0,8,3,3,316,count_locked_convex22,10,10,[],21246.015282373417,0,0.0,False,0,217,617.8203053999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,0,0,70,1.0,4,1,12,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,299,6178.203054,40.0,constant,0.03271029097959399
9,2,True,0,9,4,5,0,uniform__iid__70,uniform__iid,6,,,11,10,335,bounded_transverse_width,,,,0.02925299999999975,,10,,0,0,,,,,,0,0,,2,38,0,,3,2,322,width_closed21_3,,,[],22160.568518857344,0,0.0,False,0,,639.5113705,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,,5,0,17,2,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,300,6395.113705,40.0,constant,0.029284459014888853
9,2,True,0,9,4,5,0,uniform__iid__70,uniform__iid,6,24,,11,10,311,bounded_transverse_width,,base,0,0.02797800000000006,,10,,0,0,,,,,False,0,0,24,2,38,0,,3,2,298,range_closed21_3,,,[],22160.568518857344,0,0.0,False,0,,625.1113705,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,5,0,17,2,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,276,6251.113705,40.0,constant,0.027989500027615577
9,2,True,0,9,4,5,0,uniform__iid__70,uniform__iid,6,24,25,11,10,310,bounded_transverse_width,,base,0,0.03085400000000016,0,10,,0,0,,25,0,25,False,0,0,25,2,38,0,8,3,2,297,predict_closed21_3,10,,[],22160.568518857344,0,0.0,False,0,553,624.5113705,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",1,30.0,4,,,70,1.0,5,0,17,2,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,275,6245.113705,40.0,constant,0.030909250024706125
9,1,True,0,9,0,2,0,uniform__iid__70,uniform__iid,10,0,,12,10,344,bounded_transverse_width,,locked,39,0.0319799999999999,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,3,3,330,locked_full_closed21_3,,,[],21145.727684445577,0,0.0,False,0,,624.3145536,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,5,0,39,3,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,308,6243.145536,40.0,constant,0.03199537500040606
9,1,True,0,9,0,2,0,uniform__iid__70,uniform__iid,10,28,30,12,10,314,bounded_transverse_width,,locked,39,0.03494900000000012,1,10,cached_distance_prefix_sum,0,0,,30,0,29,True,0,0,30,3,0,0,8,3,3,300,count_locked_closed21_3,10,10,[],21145.727684445577,0,0.0,False,0,285,606.4145536,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",2,30.0,4,0,0,70,1.0,5,0,39,3,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,279,6064.145536,40.0,constant,0.03495833300985396
7,0,True,0,7,2,3,0,uniform__iid__70,uniform__iid,8,,,11,10,338,bounded_transverse_width,,,,0.028630000000000155,,10,,0,0,,,,,,0,0,,2,38,0,,2,2,325,width_grid21_7,,,[],20833.016689925913,0,0.0,False,0,,614.8603337,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,,8,0,16,2,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,304,6148.603337,40.0,constant,0.028664333978667855
7,0,True,0,7,2,3,0,uniform__iid__70,uniform__iid,8,24,,11,10,314,bounded_transverse_width,,base,0,0.02800400000000014,,10,,0,0,,,,,False,0,0,24,2,38,0,,2,2,301,range_grid21_7,,,[],20833.016689925913,0,0.0,False,0,,600.5603337,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,8,0,16,2,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,281,6005.603337,40.0,constant,0.028030208952259272
7,0,True,0,7,2,3,0,uniform__iid__70,uniform__iid,8,24,25,11,10,313,bounded_transverse_width,,base,0,0.03086399999999978,3,10,,0,0,,25,0,22,False,0,0,25,2,38,0,8,2,2,300,predict_grid21_7,10,,[],20833.016689925913,0,0.0,False,0,414,600.2603336999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",1,30.0,4,,,70,1.0,8,0,16,2,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,283,6002.603337,40.0,constant,0.030913583002984524
9,1,True,0,9,0,1,0,uniform__iid__70,uniform__iid,10,0,,11,10,343,bounded_transverse_width,,locked,39,0.03229900000000008,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,3,3,330,locked_full_grid21_7,,,[],21067.372946244242,0,0.0,False,0,,622.4474586,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,5,0,39,3,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,308,6224.474586,40.0,constant,0.03230975003680214
9,1,True,0,9,0,1,0,uniform__iid__70,uniform__iid,10,28,30,11,10,313,bounded_transverse_width,,locked,39,0.034499999999999975,1,10,cached_distance_prefix_sum,0,0,,30,0,29,True,0,0,30,3,0,0,8,3,3,300,count_locked_grid21_7,10,10,[],21067.372946244242,0,0.0,False,0,285,604.5474586,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",2,30.0,4,0,0,70,1.0,5,0,39,3,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,279,6045.474586,40.0,constant,0.034520332992542535
8,0,True,0,8,3,3,0,uniform__iid__70,uniform__iid,7,,,10,10,325,bounded_transverse_width,,,,0.03093900000000005,,10,,0,0,,,,,,0,0,,6,39,0,,3,3,313,width_grid21_29,,,[],22285.754638454997,0,0.0,False,0,,636.5150928,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,,7,0,4,6,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,293,6365.150928,40.0,constant,0.03095133398892358
8,0,True,0,8,3,3,0,uniform__iid__70,uniform__iid,7,12,,10,10,313,bounded_transverse_width,,base,0,0.03064700000000009,,10,,0,0,,,,,False,0,0,12,6,39,0,,3,3,301,range_grid21_29,,,[],22285.754638454997,0,0.0,False,0,,629.3150928,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,7,0,4,6,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,281,6293.150928,40.0,constant,0.030694083019625396
8,0,True,0,8,3,3,0,uniform__iid__70,uniform__iid,7,12,14,10,10,311,bounded_transverse_width,,base,0,0.033223,2,10,,0,0,,14,0,12,False,0,0,14,6,39,0,8,3,3,299,predict_grid21_29,10,,[],22285.754638454997,0,0.0,False,0,376,628.3150928,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",2,30.0,4,,,70,1.0,7,0,4,6,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,281,6283.150928,40.0,constant,0.033237958035897464
7,1,True,0,7,3,3,0,uniform__iid__70,uniform__iid,7,0,,10,10,331,bounded_transverse_width,,locked,37,0.030518000000000267,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,2,0,0,,3,2,319,locked_full_grid21_29,,,[],20342.184972165152,0,0.0,False,0,,600.9436996000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,8,0,12,2,16,10,ordinary,21,full_coverage_and_all_discovered_cleared,296,6009.436996,40.0,constant,0.030524292029440403
7,1,True,0,7,3,3,0,uniform__iid__70,uniform__iid,7,28,28,10,10,303,bounded_transverse_width,,locked,37,0.03272800000000009,4,10,cached_distance_prefix_sum,0,0,,28,0,24,True,0,0,28,2,0,0,8,3,2,291,count_locked_grid21_29,10,10,[],20342.184972165152,0,0.0,False,0,240,584.5436996000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,0,0,70,1.0,8,0,12,2,16,10,ordinary,21,full_coverage_and_all_discovered_cleared,272,5845.436996,40.0,constant,0.032752082974184304
12,2,True,0,12,1,1,0,uniform__iid__71,uniform__iid,11,,,12,12,323,bounded_transverse_width,,,,0.04328600000000016,,12,,0,0,,,,,,0,0,,5,44,0,,5,3,309,width_convex22,,,[],24976.82716890783,0,0.0,False,0,,573.6137860833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,,13,2,10,5,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,283,6883.365433,40.0,constant,0.043397624976933
12,2,True,0,12,1,1,0,uniform__iid__71,uniform__iid,11,27,,12,12,296,bounded_transverse_width,,base,0,0.03759099999999993,,12,,0,0,,,,,False,0,0,27,5,44,0,,5,3,282,range_convex22,,,[],24976.82716890783,0,0.0,False,0,,560.1137860833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,13,2,10,5,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,256,6721.365433,40.0,constant,0.037616000045090914
12,2,True,0,12,1,1,0,uniform__iid__71,uniform__iid,11,27,28,12,12,295,bounded_transverse_width,,base,0,0.03987499999999988,3,12,,0,0,,28,0,25,False,0,0,28,5,44,0,8,5,3,281,predict_convex22,8,,[],24976.82716890783,0,0.0,False,0,423,559.78045275,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",1,30.0,4,,,71,1.0,13,2,10,5,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,257,6717.365433,40.0,constant,0.03989741700934246
13,5,True,0,13,2,2,2,uniform__iid__71,uniform__iid,10,0,,12,12,328,bounded_transverse_width,,locked,44,0.03853400000000029,,12,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,4,3,314,locked_full_convex22,,,[],23826.766621931572,0,0.0,False,0,,556.9461102500001,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,12,11,22,3,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,288,6683.353323,40.0,constant,0.03858275001402944
13,5,True,0,13,2,2,2,uniform__iid__71,uniform__iid,10,23,24,12,12,304,bounded_transverse_width,,locked,44,0.040598999999999386,2,12,cached_distance_prefix_sum,0,0,,24,0,22,True,0,0,24,3,0,0,8,4,3,290,count_locked_convex22,8,8,[],23826.766621931572,0,0.0,False,0,296,545.2794435833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",1,30.0,4,0,0,71,1.0,12,11,22,3,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,268,6543.353323,40.0,constant,0.040659708029124886
12,1,True,0,12,5,5,0,uniform__iid__71,uniform__iid,7,,,12,12,335,bounded_transverse_width,,,,0.037694000000000116,,12,,0,0,,,,,,0,0,,2,44,0,,3,3,321,width_closed21_3,,,[],24871.70260496368,0,0.0,False,0,,578.028377,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,,16,9,1,2,23,12,ordinary,21,full_coverage_and_all_discovered_cleared,297,6936.340524,40.0,constant,0.03770033299224451
12,1,True,0,12,5,5,0,uniform__iid__71,uniform__iid,7,39,,12,12,296,bounded_transverse_width,,base,0,0.036899000000000015,,12,,0,0,,,,,False,0,0,39,2,44,0,,3,3,282,range_closed21_3,,,[],24871.70260496368,0,0.0,False,0,,558.8617103333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,16,9,1,2,23,12,ordinary,21,full_coverage_and_all_discovered_cleared,262,6706.340524,40.0,constant,0.03691687498940155
12,1,True,0,12,5,5,0,uniform__iid__71,uniform__iid,7,39,41,12,12,294,bounded_transverse_width,,base,0,0.04040399999999966,3,12,,0,0,,41,0,38,False,0,0,41,2,44,0,8,3,3,280,predict_closed21_3,8,,[],24871.70260496368,0,0.0,False,0,627,557.8617103333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",2,30.0,4,,,71,1.0,16,9,1,2,23,12,ordinary,21,full_coverage_and_all_discovered_cleared,260,6694.340524,40.0,constant,0.04045283398590982
9,2,True,0,9,4,4,0,uniform__iid__71,uniform__iid,8,0,,12,12,317,bounded_transverse_width,,locked,40,0.035152999999999324,,12,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,1,0,0,,4,3,303,locked_full_closed21_3,,,[],22969.502619381667,0,0.0,False,0,,537.5750436666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,12,3,25,1,19,12,ordinary,21,full_coverage_and_all_discovered_cleared,282,6450.900524,40.0,constant,0.035210957983508706
9,2,True,0,9,4,4,0,uniform__iid__71,uniform__iid,8,19,21,12,12,296,bounded_transverse_width,,locked,40,0.03835899999999981,3,12,cached_distance_prefix_sum,0,0,,21,0,18,True,0,0,21,1,0,0,8,4,3,282,count_locked_closed21_3,8,8,[],22969.502619381667,0,0.0,False,0,451,527.3250436666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",2,30.0,4,0,0,71,1.0,12,3,25,1,19,12,ordinary,21,full_coverage_and_all_discovered_cleared,264,6327.900524,40.0,constant,0.038380749989300966
9,0,True,0,9,1,1,0,uniform__iid__71,uniform__iid,11,,,12,12,318,bounded_transverse_width,,,,0.03823599999999949,,12,,0,0,,,,,,0,0,,3,42,0,,2,2,304,width_grid21_7,,,[],22862.54861897196,0,0.0,False,0,,536.292477,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,,8,0,18,3,21,12,ordinary,21,full_coverage_and_all_discovered_cleared,283,6435.509724,40.0,constant,0.03832258400507271
9,0,True,0,9,1,1,0,uniform__iid__71,uniform__iid,11,35,,12,12,283,bounded_transverse_width,,base,0,0.037207999999999686,,12,,0,0,,,,,False,0,0,35,3,42,0,,2,2,269,range_grid21_7,,,[],22862.54861897196,0,0.0,False,0,,518.792477,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,8,0,18,3,21,12,ordinary,21,full_coverage_and_all_discovered_cleared,248,6225.509724,40.0,constant,0.037272458022926
9,0,True,0,9,1,1,0,uniform__iid__71,uniform__iid,11,35,37,12,12,281,bounded_transverse_width,,base,0,0.03958700000000004,4,12,,0,0,,37,0,33,False,0,0,37,3,42,0,8,2,2,267,predict_grid21_7,8,,[],22862.54861897196,0,0.0,False,0,368,518.1258103333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",2,30.0,4,,,71,1.0,8,0,18,3,21,12,ordinary,21,full_coverage_and_all_discovered_cleared,250,6217.509724,40.0,constant,0.03960316703887656
9,2,True,0,9,3,3,0,uniform__iid__71,uniform__iid,9,0,,12,12,317,bounded_transverse_width,,locked,40,0.03498200000000029,,12,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,1,0,0,,4,3,303,locked_full_grid21_7,,,[],22986.46784153358,0,0.0,False,0,,537.8577973333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,12,3,25,1,19,12,ordinary,21,full_coverage_and_all_discovered_cleared,282,6454.293568,40.0,constant,0.034998791001271456
9,2,True,0,9,3,3,0,uniform__iid__71,uniform__iid,9,19,21,12,12,296,bounded_transverse_width,,locked,40,0.03772400000000076,3,12,cached_distance_prefix_sum,0,0,,21,0,18,True,0,0,21,1,0,0,8,4,3,282,count_locked_grid21_7,8,8,[],22986.46784153358,0,0.0,False,0,451,527.6077973333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",2,30.0,4,0,0,71,1.0,12,3,25,1,19,12,ordinary,21,full_coverage_and_all_discovered_cleared,264,6331.293568,40.0,constant,0.037740750005468726
10,1,True,0,10,3,3,0,uniform__iid__71,uniform__iid,9,,,12,12,314,bounded_transverse_width,,,,0.03527799999999992,,12,,0,0,,,,,,0,0,,4,42,0,,3,3,300,width_grid21_29,,,[],21672.025050200682,0,0.0,False,0,,514.4504175833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,,9,0,1,4,21,12,ordinary,21,full_coverage_and_all_discovered_cleared,279,6173.405011,40.0,constant,0.03533170802984387
10,1,True,0,10,3,3,0,uniform__iid__71,uniform__iid,9,26,,12,12,288,bounded_transverse_width,,base,0,0.034733000000000125,,12,,0,0,,,,,False,0,0,26,4,42,0,,3,3,274,range_grid21_29,,,[],21672.025050200682,0,0.0,False,0,,501.4504175833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,9,0,1,4,21,12,ordinary,21,full_coverage_and_all_discovered_cleared,253,6017.405011,40.0,constant,0.03473666700301692
10,1,True,0,10,3,3,0,uniform__iid__71,uniform__iid,9,26,26,12,12,288,bounded_transverse_width,,base,0,0.03709100000000021,0,12,,0,0,,26,0,26,False,0,0,26,4,42,0,8,3,3,274,predict_grid21_29,8,,[],21672.025050200682,0,0.0,False,0,202,501.4504175833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,,,71,1.0,9,0,1,4,21,12,ordinary,21,full_coverage_and_all_discovered_cleared,253,6017.405011,40.0,constant,0.037095375009812415
11,0,True,0,11,3,3,0,uniform__iid__71,uniform__iid,9,0,,12,12,332,bounded_transverse_width,,locked,44,0.040142999999999596,,12,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,3,3,318,locked_full_grid21_29,,,[],22615.816591933137,0,0.0,False,0,,538.6802765833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,17,3,13,4,23,12,ordinary,21,full_coverage_and_all_discovered_cleared,291,6464.163319,40.0,constant,0.04018399998312816
